Name,Ratings,Reviews,Type,Location,Menu_price,PAX,Rooms,Amenities
The White Orchard,,,Wedding Lawn,Jaipur ,"₹2,50,000per function",1200-1500,4,+4 more
Murliwala Wedding Garden,,,Lawn & Banquet Hall,"Gandhi Path, Jaipur ",₹500per plate,130-1500,,+2 more
Anantam Marriage Garden,,2 reviews,Banquet Hall & Lawn,"Hasanpura, Jaipur ",₹600per plate,700-2200,,+2 more
Shree Vinayak Marriage Garden,,,Banquet Hall & Lawn,Jaipur ,"₹1,000per plate",700-1200,2,+3 more
Hotel Seth Sanwariya,,,Hotel,Jaipur ,₹450per plate,80-100,28,+3 more
Hotel Bagga Vilas,,,Banquet Hall & Lawn,"Jawahar Nagar, Jaipur ",₹600per plate,100-250,20,+3 more
ANANDEE HOME BANQUET,4.9,25 reviews,Banquet Hall,"East Delhi, Noida ","₹1,550per plate",80-1500,,+3 more
Mangal Farmhouse,,,Farmhouse,Delhi NCR ,"₹1,500per plate",80-1000,10,+4 more
Hotel Imperial Park,5.0,1 review,Small Function Hall,"Sushant Lok, Gurgaon ",₹500per plate,60-100,18,+3 more
The Rituals farm,,,Farmhouse With Banquet,Delhi NCR ,"₹6,50,000per function",300-1500,2,+4 more
Lakhani Dharamshala,,2 reviews,Banquet Hall,Faridabad ,"₹11,000per function",1000-1200,6,+4 more
Anand Mangal Party Lawn,4.7,6 reviews,Farmhouse With Banquet,"Dwarka, Delhi NCR ",₹750per plate,100-600,,+2 more
"Golden Tulip, Gurgaon",,2 reviews,4 Star Hotel,"Udyog Vihar, Gurgaon ","₹1,500per plate",15-500,34,+3 more
Dramebaaz,5.0,1 review,Banquet Hall,"GTB Nagar, Delhi NCR ",₹750per plate,80-120,,+2 more
Haveli by Kawatra Tents,5.0,2 reviews,Farmhouse,"Mayapuri, Delhi NCR ","₹1,600per plate",500-1000,,+2 more
Four Seasons Banquet - By TPM,5.0,1 review,Banquet Hall & Lawn,Faridabad ,"₹1,200per plate",400-900,,+2 more
Victoria Banquet,5.0,1 review,Banquet Hall,"Najafgarh Road, Delhi NCR ",₹900per plate,200-250,4,+3 more
Brigediar Farmhouse,,,Farmhouse,Noida ,"₹1,100per plate",100-150,5,+3 more
Jhankar Garden,,13 reviews,Farmhouse With Banquet,"MG Road, Delhi NCR ","₹1,800per plate",110-1500,,+2 more
Hilton Garden Inn,5.0,1 review,4 Star Hotel,"Saket, Delhi NCR ","₹1,499per plate",50-120,115,+3 more
The Royal Farm,,,Farmhouse With Banquet,Delhi NCR ,"₹2,51,000per function",50-400,13,+4 more
Tannu Vatika,,,Farmhouse,Delhi NCR ,Price on Request,1600-2000,4,+3 more
Treebo Trend- Mona Grand Hotel And Banquet,5.0,3 reviews,Banquet Hall,Delhi NCR ,₹999per plate,180-200,18,+3 more
Milan Banquet,5.0,1 review,Banquet Hall,"Sector 16, Faridabad ","₹1,200per plate",120-200,,+2 more
The Heritage Grand,,11 reviews,Banquet Hall,"Lawrence Road, Delhi NCR ","₹2,000per plate",70-1500,,+2 more
Moets Residency,5.0,1 review,Hotel,"Leisure Valley Sector 29, Gurgaon ",₹900per plate,500-700,34,+3 more
Hotel Mount Heera,,,Hotel,"Alandur, Chennai ",₹550per plate,150-350,62,+3 more
Annalakshmi,5.0,2 reviews,Banquet Hall,"Chetpet, Chennai ","₹1,050per plate",150-450,,+2 more
Thanas Party Hall,,,Banquet Hall,Chennai ,₹300per plate,275-450,,+2 more
ECR SEA LOUNGE AND BANQUETS,5.0,1 review,Party Restaurant / Lounge,"Vettuvankeni, Chennai ",₹450per plate,50-150,15,+3 more
K S Mini Hall,,,Banquet Hall,"Ambattur, Chennai ",₹300per plate,120-200,,+2 more
MC Mahal,,,Banquet Hall,"Chetpet, Chennai ",₹300per plate,600-900,,+2 more
Babbar Farm House,5.0,1 review,Farmhouse,"Injambakkam, Chennai ",Price on Request,100-2000,1,+3 more
Sri Sai Hall,,,Banquet Hall,"Ambattur, Chennai ",₹500per plate,150-400,,+2 more
Devamirthas Banquet Hall,,,Banquet Hall,"Sholinganallur, Chennai ",₹250per plate,350-500,,+2 more
Vaigai Mahal,,,Banquet Hall,Chennai ,₹450per plate,180-300,,+2 more
Srinivasa Kalyana Mandam,,,Banquet Hall,Chennai ,Price on Request,200-400,,+2 more
KSR Mahal,,,Banquet Hall,"Villivakkam, Chennai ",₹300per plate,200-250,,+2 more
SKV Mahal,5.0,1 review,Convention Hall,"Ambattur, Chennai ",₹400per plate,700-1050,16,+3 more
Radesh Mahal,,,Banquet Hall,"Kodungaiyur, Chennai ",₹300per plate,400-600,,+2 more
Punniyakotti Kalyana Mahal,,,Banquet Hall,"West Mambalam, Chennai ",₹500per plate,150-250,,+2 more
Hotel Blu Iris,,,Hotel,Chennai ,₹600per plate,150-250,42,+3 more
Arunachalam Mini Hall,,,Banquet Hall,Chennai ,₹500per plate,150-200,,+3 more
Hotel Mount Manor,,,Banquet Hall,Chennai ,₹300per plate,200-300,12,+3 more
Sri Varu Parthasarathi Palace,,1 review,Banquet Hall,"Ambattur, Chennai ",₹700per plate,250-400,,+2 more
Hotel GMT Centre,,,Banquet Hall,Chennai ,₹350per plate,150-350,15,+3 more
Hotel Celebration,,,Hotel,Pune ,₹650per plate,180-1200,130,+3 more
Hotel Fidalgo,,,Banquet Hall,"Viman Nagar, Pune ",Price on Request,120-200,25,+3 more
Shree Vishwa Lad Parishad,,,Wedding Lawn,Lonavala ,Price on Request,50-70,24,+3 more
Arohi Banquet Hall,,,Banquet Hall,Pune ,Price on Request,50-100,,+2 more
Divyash Lawns,,,Lawn & Banquet Hall,Pune ,₹400per plate,360-1000,,+2 more
Jyotiba Mangal Karyalay,,1 review,Banquet Hall,Pune ,₹250per plate,250-400,,+2 more
Dream Holidays Resort Lonavala,,,Resort,Lonavala ,₹300per plate,200-250,25,+4 more
Anjani Lawns Mangal Karyalaya,,,Wedding Lawn,Pune ,Price on Request,250-350,,+2 more
Netaji Subhash Mangal Karyalay,5.0,1 review,Banquet Hall,"Hadapsar, Pune ",₹500per plate,300-500,,+2 more
Crystal Deck,5.0,1 review,Banquet Hall & Lawn,"Pimpri, Pimpri Chinchwad ",Price on Request,250-300,,+2 more
Yash Lawns,,7 reviews,Banquet Hall & Lawn,"Bibwewadi, Pune ",₹500per plate,500-1500,26,+3 more
Terttulia,,,Banquet Hall & Lawn,"Balewadi, Pimpri Chinchwad ",₹900per plate,40-150,,+2 more
Jaydeep Mangal Karyalaya,,,Wedding Lawn,"Saswad, Pune ",Price on Request,150-200,,+2 more
Jumbo Paradise,,,Farmhouse,Pune ,"₹32,000per function",40-50,5,+4 more
Navyug Banquet Hall,,,Banquet Hall,Pimpri Chinchwad ,Price on Request,40-50,,+2 more
Soham Banquet Hall,,,Banquet Hall,"Wakad, Pimpri Chinchwad ",Price on Request,300-500,,+2 more
Hotel Rajmudra Garden,,,Small Function Hall,Pune ,Price on Request,40-70,,+2 more
"Cygnus Hall, Satara Road",,2 reviews,Lawn & Banquet Hall,"Satara Road, Pune ",₹500per plate,200-1000,,+2 more
Hotel Silver Palm,,,Banquet Hall & Lawn,Pune ,Price on Request,60-100,15,+3 more
Trikaya Retreat,,,Wedding Lawn,Pune ,"₹1,500per plate",600-1000,19,+3 more
Aarambh Lawns,,,Lawn & Banquet Hall,Lucknow ,Price on Request,250-5000,,+2 more
SadaBahar Lawn,,,Wedding Lawn,Lucknow ,₹500per plate,300-500,,+2 more
The Manish Eating Point,,,Banquet Hall,"Gomti Nagar, Lucknow ",₹650per plate,100-300,,+2 more
Hotel Trimurti,,,Lawn & Banquet Hall,Lucknow ,₹450per plate,80-250,12,+3 more
Vinayak Banquet & Party Hall,,,Banquet Hall,Lucknow ,₹500per plate,300-450,,+2 more
Clay Oven Banquet Hall,,,Banquet Hall,"Charbagh, Lucknow ","₹40,000per function",150-180,,+3 more
Velvet Garden,,,Wedding Lawn,Lucknow ,Price on Request,1400-2000,,+2 more
DCorbiz Hotel & Restaurant,,,Hotel,Lucknow ,"₹1,250per plate",80-150,35,+3 more
Neelkanth Lawn And Banquet,,,Banquet Hall & Lawn,Lucknow ,"₹1,000per plate",150-500,18,+4 more
Chancellor Club,,8 reviews,Hotel,"LDA Colony, Lucknow ","₹1,250per plate",250-550,32,+3 more
K.K.Palace,,,Wedding Lawn,"Balaganj, Lucknow ",₹500per plate,380-600,,+2 more
The Royal Palace,,,Wedding Lawn,Lucknow ,₹200per plate,70-120,10,+3 more
Occasions,,,Wedding Lawn,Lucknow ,₹800per plate,1000-1500,,+2 more
RN Yadav Farmhouse,,,Farmhouse,Lucknow ,₹400per plate,600-1000,,+2 more
The Grand Lucknow,,,Hotel,Lucknow ,"₹1,350per plate",300-2000,48,+3 more
Ecotel Hotel,,,Banquet Hall,"Charbagh, Lucknow ","₹1,000per plate",150-300,21,+3 more
La Village Resort,,,Wedding Lawn,"SGPGI Rae Bareilly Road, Lucknow ",Price on Request,1250-2000,,+2 more
Hotel Basant Leela,,,Banquet Hall,Lucknow ,₹450per plate,180-300,11,+3 more
Janardan Farms & Resort,,,Wedding Lawn,Lucknow ,Price on Request,50-60,,+2 more
Shree Radha Raman Vatika,,,Wedding Lawn,"LDA Colony, Lucknow ",Price on Request,700-1000,,+2 more
OUT - Once Upon A Terrace,,,Small Function Hall,"Ajmer Road, Jaipur ",₹700per plate,50-100,,+2 more
Jagrati Ananta Express,4.8,2 reviews,Hotel with Banquet & Lawn,"Mansarovar, Jaipur ",₹699per plate,20-250,53,+4 more
Jalsa Paradise,5.0,1 review,Lawn & Banquet Hall,"Kanakpura, Jaipur ",₹500per plate,200-2000,,+2 more
Hotel Aditya International,,,Wedding Lawn,"Ajmer Road, Jaipur ",₹400per plate,120-200,22,+3 more
Sukoon Farm,,,Wedding Lawn,Jaipur ,₹500per plate,60-200,4,+4 more
Ratan Bagh Marriage Garden,,2 reviews,Wedding Lawn,"Vaishali Nagar, Jaipur ",₹400per plate,900-1400,,+2 more
Chandhari Marriage Gardern,,,Wedding Lawn,"Sanganer, Jaipur ","₹25,000per function",600-800,,+3 more
Area 11 Lounge Cafe,,,Party Restaurant / Lounge,"Mansarovar, Jaipur ",₹600per plate,120-200,,+1 more
Indana Palace,4.9,8 reviews,4 Star Fort / Palace Hotel,"Amer, Jaipur ","₹2,500per plate",45-1000,118,+3 more
Hotel Sarvmangla Garden,,,Banquet Hall & Lawn,Jaipur ,₹800per plate,200-1000,20,+3 more
S G Paradise,,,Lawn & Banquet Hall,Jaipur ,₹400per plate,200-600,,+2 more
Devraj Niwas,5.0,2 reviews,Banquet Hall & Lawn,Jaipur ,"₹1,200per plate",60-150,21,+3 more
Narayan Vatika Garden,,,Wedding Lawn,"Murlipura, Jaipur ",₹700per plate,1000-1500,,+2 more
Hotel Jazz Club,,,Banquet Hall,Jaipur ,₹500per plate,80-120,18,+4 more
Hotel Stay Bridge,,,Banquet Hall,Jaipur ,₹350per plate,180-300,11,+3 more
Sukhad Garden,,,Wedding Lawn,"Sanganer, Jaipur ",Price on Request,1000-1500,,+2 more
The Rustic Villa,,,Wedding Lawn,Jaipur ,"₹1,200per plate",250-500,5,+3 more
Hathoj Bagh,,,Hotel,Jaipur ,"₹7,50,000per function",300-3000,70,+4 more
Sunder Paradise Garden,,,Lawn & Banquet Hall,"Sanganer, Jaipur ",₹400per plate,200-1200,,+2 more
Hotel Raghav Palace,,,Hotel,Jaipur ,₹250per plate,130-200,30,+3 more
Preesha Farm,5.0,1 review,Farmhouse,"Faridabad, Faridabad ",₹600per plate,1200-1800,,+2 more
Le Seasons Park,5.0,2 reviews,4 Star Hotel,"Greater Noida, Greater Noida ","₹2,150per plate",75-600,35,+4 more
Royal Imperial Farms,,,Farmhouse,Noida ,"₹1,200per plate",200-1000,15,+3 more
Govindam Banquets Dwarka,,3 reviews,Banquet Hall,"Palam, Delhi NCR ",₹815per plate,240-400,,+2 more
S.K Rajwada Banquet Hall,,2 reviews,Banquet Hall & Lawn,"Mayur Vihar, Delhi NCR ",₹850per plate,1000-1500,,+2 more
Corporate Stays - Sector 43,,,Hotel,Gurgaon ,₹850per plate,150-250,40,+3 more
"Hotel City Park, Pitampura",4.7,20 reviews,Banquet Hall,"Pitampura, Delhi NCR ","₹1,600per plate",100-1000,,+2 more
Star heritage,,1 review,Banquet Hall & Lawn,"Ghaziabad, Ghaziabad ","₹1,850per plate",1800-2500,4,+3 more
Greenzilla Cafe,,,Wedding Lawn,Gurgaon ,₹550per plate,60-100,,+2 more
POLO LUXURIOUS DESTINATION,,9 reviews,Lawn & Banquet Hall,"Brijwasan, Delhi NCR ","₹3,000per plate",200-1300,1,+3 more
The Gully Cafe,,,Party Restaurant & Lawn,"Leisure Valley Sector 29, Gurgaon ",₹400per plate,40-200,,+2 more
Anantam Restaurant and Banquets,4.7,47 reviews,Banquet Hall & Lawn,Gurgaon ,"₹1,000per plate",25-500,5,+6 more
Pearl Grand Kaushambi,,13 reviews,Banquet Hall,"Kaushambi, Ghaziabad ","₹1,600per plate",200-800,,+2 more
Precious Moments,4.7,3 reviews,Banquet Hall,"Janakpuri, Delhi NCR ","₹1,200per plate",200-850,,+2 more
Shalimar Banquet,4.8,12 reviews,Banquet Hall,"Neharpar Faridabad, Faridabad ","₹1,100per plate",290-500,1,+4 more
Seven Horses Resort,,,Farmhouse,Delhi NCR ,"₹2,00,000per function",150-300,,+3 more
Malibu Towne Country Club,,,Club / Cultural Center,"Civil Lines, Gurgaon ","₹1,200per plate",72-700,,+2 more
Hotel House Inn,5.0,4 reviews,Banquet Hall,"Noida, Noida ",₹850per plate,120-180,25,+3 more
Saltstayz Premier - Near Golf Course Road & Sector 57,,,Hotel,Gurgaon ,"₹1,250per plate",150-200,32,+3 more
C Inn Hotel,5.0,6 reviews,Farmhouse With Banquet,Noida ,₹650per plate,60-1500,15,+3 more
GLM Meridian,,2 reviews,Hotel,"Parthasarathi, Chennai ",₹400per plate,40-100,40,+3 more
Park Inn Beach Resort,,,Resort,"Vettuvankeni, Chennai ",₹400per plate,50-300,18,+3 more
Sri Balaji Mini Hall,,,Banquet Hall,"Madipakkam, Chennai ",₹600per plate,200-300,,+2 more
MR Wedding Mahal,,1 review,Banquet Hall,"Medavakkam, Chennai ",₹350per plate,350-550,,+2 more
Ramada by Wyndham Chennai Egmore,,1 review,Hotel with Banquet,Chennai ,₹800per plate,360-600,,+2 more
Jaigo Multifunction Hall,,,Banquet Hall,"Purasawakkam, Chennai ",₹300per plate,80-180,,+2 more
Sri Krishna Mahal,,,Banquet Hall,"Pallikaranai, Chennai ",₹700per plate,250-400,,+2 more
Gazelle Garden Lawn Party Hall,5.0,1 review,Lawn & Banquet Hall,"Purasawakkam, Chennai ","₹40,000per plate",500-1000,,+3 more
BKR Grand Hotel,5.0,1 review,Hotel,"Parthasarathi, Chennai ",₹500per plate,80-150,124,+3 more
Chennai Party Hall,,,Banquet Hall,"ECR East Coast Road, Chennai ",Price on Request,200-250,,+2 more
AKR Mini Party Hall,,,Banquet Hall,Chennai ,"₹30,000per function",90-120,1,+4 more
Hotel Southern Residency,,2 reviews,Hotel,Chennai ,₹700per plate,80-250,70,+3 more
Sri Alamelumanga Kalyana Mandapam,,,Kalyana Mandapam,"Parthasarathi, Chennai ",₹350per plate,500-700,,+2 more
Rainbow Hotel,,,Hotel,Chennai ,₹650per plate,100-150,31,+3 more
Chandra Mahal,,,Banquet Hall,"Pallikaranai, Chennai ",₹350per plate,250-400,,+2 more
Grand Parkway,,,Small Function Hall,"Tambaram, Chennai ",₹250per plate,80-100,29,+3 more
The League Club,,,Hotel,"Choolaimedu, Chennai ","₹1,200per plate",250-1000,30,+4 more
Sri Sakthi Party Hall,,,Banquet Hall,Chennai ,Price on Request,200-300,,+2 more
Gopinath Gardens,4.5,2 reviews,Convention Hall & Lawn,"Injambakkam, Chennai ","₹7,00,000per function",180-6000,,+3 more
Sri Vinayaga's Mini Hall,,,Banquet Hall,"Chromepet, Chennai ",₹350per plate,250-400,,+2 more
"Mapple Adhwryou, Wagholi",,,Hotel,"Wagholi, Pune ",₹700per plate,185-600,52,+3 more
Hyatt Regency Pune & Residences,4.6,12 reviews,5 Star Hotel,"Viman Nagar, Pune ","₹2,200per plate",100-1000,222,+3 more
Bharti Resorts Adventure & Amusement Park,4.9,11 reviews,Resort,Pune ,₹699per plate,100-3000,100,+5 more
Hotel Lalit Inn,,,Small Function Hall,Lonavala ,Price on Request,70-100,16,+3 more
Hotel Tattva Suites,,,Wedding Lawn,"Undri, Pune ",₹799per plate,250-300,24,+3 more
City Palace Resort,,,Resort,Lonavala ,Price on Request,90-100,21,+3 more
Marigold Banquets 'N' Conventions,5.0,12 reviews,Banquet with Lawn,"Bavdhan, Pune ","₹1,800per plate",40-1200,150,+4 more
New Prabhushree Lawns,,,Lawn & Banquet Hall,Pune ,₹500per plate,200-500,,+2 more
Hotel Sagar Plaza,5.0,1 review,Hotel,Pune ,₹700per plate,90-150,76,+3 more
Deepvandan Garden Mangal Karyalay,,,Lawn & Banquet Hall,"Katraj, Pune ",₹400per plate,180-500,,+2 more
The Blue Lake Resort,,,Wedding Lawn,Pimpri Chinchwad ,"₹1,00,000per function",600-800,4,+4 more
"Rama Raman Mangal Karyalay, Shivajinagar",,,Banquet Hall,"Shivajinagar, Pune ",₹400per plate,500-750,,+2 more
Hotel Eagle Executive,,,Banquet Hall,Pimpri Chinchwad ,₹400per plate,100-150,18,+3 more
Della Resorts,4.8,8 reviews,Resort,Lonavala ,"₹3,000per plate",100-900,250,+3 more
Buntara Bhavana,4.8,6 reviews,Banquet Hall,"Baner, Pune ",₹850per plate,200-1000,,+2 more
Vedika Garden,,,Lawn & Banquet Hall,Lonavala ,Price on Request,400-1000,15,+3 more
Atharva Banquets,5.0,1 review,Banquet Hall,"Sinhagad Road, Pune ",₹435per plate,500-600,3,+3 more
"Velvet County Resort , Lonavala - Khandala",,,Resort,Khandala ,"2,25,000per function",200-300,32,+4 more
Hotel HMR Royal Inn,,,Banquet Hall,"Katraj, Pune ",₹650per plate,40-300,27,+3 more
Mahabaleshwaray Banquet Hall,5.0,1 review,Banquet Hall,Pune ,"₹1,50,000per plate",150-1200,5,+4 more
Velvet Garden,,,Wedding Lawn,Lucknow ,Price on Request,1400-2000,,+2 more
Hotel Avenue 30,,,Hotel,"SGPGI Rae Bareilly Road, Lucknow ","₹1,500per plate",150-300,30,+3 more
Best Western Sagar Sona,,,Hotel,"Gomti Nagar, Lucknow ",Price on Request,180-300,95,+3 more
Hotel Shanta Inn,,,Hotel,"Naka Hindola, Lucknow ",₹450per plate,250-350,30,+3 more
MGA Lawn,,,Banquet Hall,"Indira Nagar, Lucknow ",₹500per plate,200-300,,+2 more
Fairfield by Marriott Lucknow,,1 review,4 Star Hotel,"Gomti Nagar, Lucknow ","₹1,900per plate",50-500,220,+3 more
Madhav Banquet,,,Banquet Hall,Lucknow ,"₹1,00,000per plate",450-500,17,+4 more
Naushijaan Darbar,,,Banquet Hall,Lucknow ,₹600per plate,100-150,4,+3 more
Hotel Shiva Grand,,,Small Function Hall,"Gomti Nagar, Lucknow ",₹650per plate,60-100,19,+3 more
Nirvana Lawn,,,Wedding Lawn,Lucknow ,₹900per plate,700-1000,6,+4 more
Krishna Kanta Lawn,,,Wedding Lawn,"Rajajipuram, Lucknow ",Price on Request,500-800,,+2 more
Hotel V Square Restaurant Banquet & Lawn,5.0,4 reviews,Banquet Hall & Lawn,"Ashiyana, Lucknow ",₹700per plate,60-1800,50,+3 more
Classio Collection,,,Banquet Hall,"Gomti Nagar, Lucknow ",₹750per plate,450-650,25,+3 more
Hotel Lineage,,8 reviews,Banquet Hall & Lawn,"Gomti Nagar, Lucknow ","₹1,400per plate",90-300,,+2 more
Greek Garden,,8 reviews,Lawn & Banquet Hall,"SGPGI Rae Bareilly Road, Lucknow ","₹1,000per plate",150-1500,08,+4 more
Eden Garden Marriage Lawn,,,Wedding Lawn,"Dubagga, Lucknow ",₹800per plate,900-1500,,+2 more
Celebrations - Banquet & Lawns,5.0,1 review,Banquet Hall & Lawn,Lucknow ,"₹80,000per function",100-800,10,+4 more
Shree Marriage Lawn,,,Wedding Lawn,Lucknow ,₹500per plate,1000-1200,,+2 more
Madhav Kalyan Mandap,,,Lawn & Banquet Hall,Lucknow ,Rental Only,120-900,,+2 more
Shekhar INN,,,Banquet Hall,Lucknow ,Price on Request,250-350,15,+3 more
Hotel Navkar,,,Wedding Lawn,Jaipur ,Price on Request,800-1000,,+2 more
Shri Vishnu Marriage Garden,,,Wedding Lawn,"Nirman Nagar, Jaipur ","₹1,00,000per function",700-1000,,+3 more
Youniverse - The Lounge,5.0,1 review,Banquet Hall & Lawn,"JLN Marg, Jaipur ",₹600per plate,70-120,,+1 more
Maple Leaf Banquet,,,Lawn & Banquet Hall,"Sanganer, Jaipur ","₹1,100per plate",200-900,7,+4 more
Hotel Mayra,,,Small Function Hall,"Sanganer, Jaipur ",₹400per plate,60-100,29,+3 more
Damodar Bagh,,,Lawn & Banquet Hall,"Sanganer, Jaipur ",₹400per plate,400-3000,,+2 more
Maaruji Palace,,,Fort / Palace Hotel,"Mansarovar, Jaipur ","₹1,51,000per plate",200-600,,+3 more
Hotel Life Inn,,,Banquet Hall,Jaipur ,₹600per plate,120-150,27,+3 more
Shravan Palace Marriage Garden,,,Wedding Lawn,"Sanganer, Jaipur ",₹400per plate,1500-2000,,+2 more
Samurai Palace,5.0,6 reviews,Luxury Palatial Hotel,"Bhankrota, Jaipur ","₹15,00,000per function",250-3000,48,+4 more
"Kushal Niwas - Wedding & Event Venue, Jaipur",,,Banquet Hall & Lawn,Jaipur ,"₹1,200per plate",120-800,3,+3 more
Bhatia Bhawan,5.0,1 review,Banquet Hall & Lawn,"Jawahar Nagar, Jaipur ",₹500per plate,500-1600,24,+3 more
Tirupati Paradise,,,Wedding Lawn,"Sanganer, Jaipur ",₹350per plate,1000-1500,,+2 more
Vatika Bagh,,,Lawn & Banquet Hall,"Sanganer, Jaipur ",₹800per plate,270-4000,5,+3 more
Hotel Jazz Club,,,Banquet Hall,Jaipur ,₹500per plate,80-120,18,+4 more
Saini Krishi Farm House Marriage Garden,,,Farmhouse,"Durgapura, Jaipur ","₹1,35,000per function",300-500,,+3 more
Khushbu Garden & Restaurant,,,Party Restaurant & Lawn,"Chomu, Jaipur ",₹300per plate,50-450,,+2 more
Roshan Haveli,5.0,1 review,Banquet Hall & Lawn,"Amer Road, Jaipur ",₹300per plate,200-300,15,+3 more
Chanda Paradise Marriage Place,,1 review,Lawn & Banquet Hall,"Kanakpura, Jaipur ",₹500per plate,180-1000,,+2 more
Shrinath Paradise,,,Lawn & Banquet Hall,"Jagatpura, Jaipur ",₹450per plate,200-1000,,+2 more
Hotel Omega,4.9,5 reviews,Hotel with Banquet,Gurgaon ,₹850per plate,70-170,32,+3 more
Rotary Habitat Centre,5.0,1 review,Banquet Hall & Lawn,"Hauz Khas, Delhi NCR ",Price on Request,80-200,,+2 more
Clarens Hotel - Leisure Valley,,2 reviews,4 Star Hotel,"Leisure Valley Sector 29, Gurgaon ","₹1,800per plate",50-150,32,+3 more
Hotel Lotus Grace,,11 reviews,Banquet Hall,"East Delhi, Ghaziabad ","₹1,800per plate",450-800,,+2 more
Heera Sweets,,,Small Function Hall,Delhi NCR ,₹775per plate,50-80,,+2 more
Tiffany Banquet,,1 review,Banquet Hall,Delhi NCR ,₹950per plate,120-300,,+2 more
Bhavya Farm & Banquet,5.0,4 reviews,Banquet Hall,Noida ,"₹1,400per plate",150-350,2,+3 more
Bikanervala,5.0,1 review,Banquet Hall,"Leisure Valley Sector 29, Gurgaon ","₹1,000per plate",80-150,,+2 more
Hostie Puravida farmhouse,,,Farmhouse,"Civil Lines, Gurgaon ","₹1,50,000per function",180-300,14,+4 more
Invitation Banquets,4.5,2 reviews,Banquet Hall,"Ashok Vihar, Delhi NCR ","₹1,400per plate",125-500,,+2 more
Pind Balluchi,,,Banquet Hall & Lawn,"Udyog Vihar, Gurgaon ","₹1,000per plate",30-100,,+2 more
Namaskar Banquet & Farmhouse,,,Farmhouse With Banquet,Noida ,Price on Request,150-1500,4,+3 more
Radha Palace,,8 reviews,Banquet Hall,"Pushpanjali, Delhi NCR ","₹1,000per plate",30-1000,,+2 more
Mansaram Garden,,1 review,Farmhouse,"West Delhi, Delhi NCR ",₹800per plate,600-1000,,+2 more
Hotel Shhaurya,5.0,1 review,Banquet Hall,"Dwarka, Delhi NCR ","₹1,100per plate",80-125,21,+3 more
Saltstayz Select - Huda City Center,,,Hotel,Gurgaon ,Price on Request,80-130,32,+3 more
India International Centre,5.0,1 review,Hotel,"Lodhi Road, Delhi NCR ",₹600per plate,300-750,89,+3 more
ibis New Delhi Aerocity,5.0,1 review,Hotel,"Aerocity, Delhi NCR ","₹2,500per plate",60-200,445,+3 more
